,r,fc
0,0.7000,1.0
0,0.7050,0.0
0,0.7100,0.0
0,0.7150,0.0
0,0.7200,0.0
0,0.7250,0.0
0,0.7300,1.0
0,0.7350,0.0
0,0.7400,1.0
0,0.7450,0.0
0,0.7500,1.0
0,0.7550,0.0
0,0.7600,1.0
0,0.7650,0.0
0,0.7700,0.0
0,0.7750,1.0
0,0.7800,0.0
0,0.7850,1.0
0,0.7900,0.0
0,0.7950,1.0
0,0.8000,0.0
0,0.8050,1.0
0,0.8100,0.0
0,0.8150,1.0
0,0.8200,0.0
0,0.8250,0.0
0,0.8300,1.0
0,0.8350,0.0
0,0.8400,0.0
0,0.8450,0.0
0,0.8500,0.0
0,0.8550,1.0
0,0.8600,0.0
0,0.8650,0.0
0,0.8700,0.0
0,0.8750,0.0
0,0.8800,1.0
0,0.8850,0.0
0,0.8900,0.0
0,0.8950,1.0
0,0.9000,0.0
0,0.9050,1.0
0,0.9100,0.0
0,0.9150,0.0
0,0.9200,1.0
0,0.9250,0.0
0,0.9300,0.0
0,0.9350,0.0
0,0.9400,0.0
0,0.9450,0.0
0,0.9500,0.0
0,0.9550,1.0
0,0.9600,0.0
0,0.9650,0.0
0,0.9700,0.0
0,0.9750,1.0
0,0.9800,0.0
0,0.9850,1.0
0,0.9900,0.0
0,0.9950,0.0
0,1.0000,1.0
0,1.0050,0.0
0,1.0100,1.0
0,1.0150,0.0
0,1.0200,0.0
0,1.0250,0.0
0,1.0300,1.0
0,1.0350,1.0
0,1.0400,0.0
0,1.0450,0.0
0,1.0500,1.0
0,1.0550,0.0
0,1.0600,0.0
0,1.0650,1.0
0,1.0700,1.0
0,1.0750,1.0
0,1.0800,0.0
0,1.0850,1.0
0,1.0900,0.0
0,1.0950,1.0
0,1.1000,1.0
0,1.1050,0.0
0,1.1100,1.0
0,1.1150,1.0
0,1.1200,1.0
0,1.1250,1.0
0,1.1300,1.0
0,1.1350,0.0
0,1.1400,1.0
0,1.1450,0.0
0,1.1500,1.0
0,1.1550,0.0
0,1.1600,1.0
0,1.1650,0.0
0,1.1700,1.0
0,1.1750,1.0
0,1.1800,0.0
0,1.1850,1.0
0,1.1900,1.0
0,1.1950,0.0
